# 1.0
4.139000000000000000e+03,1.000000000000000000e+00
4.914000000000000000e+03,0.000000000000000000e+00
8.060000000000000000e+02,1.000000000000000000e+00
3.068000000000000000e+03,1.000000000000000000e+00
3.537000000000000000e+03,0.000000000000000000e+00
9.180000000000000000e+02,0.000000000000000000e+00
7.870000000000000000e+02,1.000000000000000000e+00
1.673000000000000000e+03,0.000000000000000000e+00
2.549000000000000000e+03,0.000000000000000000e+00
4.349000000000000000e+03,1.000000000000000000e+00
1.274000000000000000e+03,0.000000000000000000e+00
2.236000000000000000e+03,1.000000000000000000e+00
4.570000000000000000e+02,1.000000000000000000e+00
2.880000000000000000e+03,0.000000000000000000e+00
4.547000000000000000e+03,0.000000000000000000e+00
6.030000000000000000e+02,1.000000000000000000e+00
1.220000000000000000e+02,0.000000000000000000e+00
1.060000000000000000e+02,1.000000000000000000e+00
3.788000000000000000e+03,0.000000000000000000e+00
2.710000000000000000e+02,0.000000000000000000e+00
3.084000000000000000e+03,1.000000000000000000e+00
4.590000000000000000e+02,0.000000000000000000e+00
4.799000000000000000e+03,1.000000000000000000e+00
1.919000000000000000e+03,0.000000000000000000e+00
4.988000000000000000e+03,0.000000000000000000e+00
1.026000000000000000e+03,1.000000000000000000e+00
1.579000000000000000e+03,0.000000000000000000e+00
3.245000000000000000e+03,0.000000000000000000e+00
4.954000000000000000e+03,0.000000000000000000e+00
4.685000000000000000e+03,0.000000000000000000e+00
1.462000000000000000e+03,1.000000000000000000e+00
7.390000000000000000e+02,1.000000000000000000e+00
2.528000000000000000e+03,1.000000000000000000e+00
4.574000000000000000e+03,1.000000000000000000e+00
3.977000000000000000e+03,1.000000000000000000e+00
4.491000000000000000e+03,1.000000000000000000e+00
1.751000000000000000e+03,0.000000000000000000e+00
1.484000000000000000e+03,0.000000000000000000e+00
2.246000000000000000e+03,1.000000000000000000e+00
5.940000000000000000e+02,0.000000000000000000e+00
1.284000000000000000e+03,0.000000000000000000e+00
2.981000000000000000e+03,0.000000000000000000e+00
2.351000000000000000e+03,1.000000000000000000e+00
2.112000000000000000e+03,0.000000000000000000e+00
1.990000000000000000e+02,1.000000000000000000e+00
3.586000000000000000e+03,0.000000000000000000e+00
4.368000000000000000e+03,0.000000000000000000e+00
1.774000000000000000e+03,1.000000000000000000e+00
4.026000000000000000e+03,1.000000000000000000e+00
1.860000000000000000e+03,1.000000000000000000e+00
1.900000000000000000e+02,1.000000000000000000e+00
2.664000000000000000e+03,0.000000000000000000e+00
3.330000000000000000e+03,1.000000000000000000e+00
2.523000000000000000e+03,0.000000000000000000e+00
1.259000000000000000e+03,1.000000000000000000e+00
4.230000000000000000e+02,1.000000000000000000e+00
1.942000000000000000e+03,0.000000000000000000e+00
3.080000000000000000e+03,0.000000000000000000e+00
3.424000000000000000e+03,1.000000000000000000e+00
1.282000000000000000e+03,1.000000000000000000e+00
2.792000000000000000e+03,0.000000000000000000e+00
2.480000000000000000e+03,0.000000000000000000e+00
2.883000000000000000e+03,1.000000000000000000e+00
4.128000000000000000e+03,1.000000000000000000e+00
