0.904,
744.png,3
2342.png,4
373.png,4
133.png,3
1095.png,2
2767.png,5
2884.png,1
1976.png,4
2070.png,5
3941.png,3
2601.png,1
2499.png,5
490.png,5
2534.png,1
4466.png,4
844.png,1
2866.png,3
455.png,1
4194.png,3
367.png,4
4161.png,1
2674.png,2
4582.png,1
642.png,1
2524.png,1
2111.png,-1
3882.png,5
1769.png,4
4226.png,3
1416.png,5
1788.png,1
1301.png,1
3598.png,1
1507.png,3
527.png,-1
3170.png,1
3603.png,5
4393.png,1
4537.png,4
2526.png,1
723.png,5
1847.png,2
2573.png,2
1401.png,-1
1220.png,1
919.png,3
1997.png,5
1453.png,1
2785.png,1
1290.png,4
3646.png,2
2796.png,-1
492.png,5
14.png,4
1628.png,-1
2134.png,3
4056.png,4
1224.png,2
1814.png,4
3500.png,2
920.png,5
20.png,1
64.png,2
4903.png,5
3538.png,2
2629.png,1
2445.png,-1
4839.png,3
4951.png,1
2778.png,1
155.png,5
4061.png,5
3806.png,3
1304.png,3
4968.png,3
557.png,5
1599.png,5
4340.png,1
2296.png,3
2348.png,4
4417.png,3
4709.png,5
334.png,5
3751.png,3
4120.png,3
4496.png,-1
2704.png,3
1557.png,1
3707.png,4
1598.png,3
1731.png,2
2749.png,2
177.png,1
3259.png,1
1493.png,5
961.png,3
4384.png,5
1740.png,3
3486.png,3
2261.png,4
568.png,5
1426.png,4
1677.png,1
3993.png,3
2288.png,3
2636.png,1
3514.png,-1
4892.png,1
3946.png,-1
1866.png,3
235.png,1
2712.png,1
1034.png,3
3064.png,1
3678.png,4
2464.png,2
1745.png,4
4802.png,3
3616.png,1
276.png,5
3472.png,2
1250.png,1
3290.png,5
802.png,3
1110.png,3
2528.png,3
1842.png,2
149.png,4
3305.png,1
1374.png,5
2865.png,2
4063.png,1
3699.png,2
2643.png,1
4942.png,5
3216.png,3
1491.png,4
1316.png,1
2144.png,4
674.png,3
3144.png,2
464.png,-1
3035.png,3
1138.png,3
3926.png,1
880.png,4
4238.png,4
3845.png,3
4307.png,1
3167.png,2
2955.png,2
4315.png,5
3511.png,3
329.png,5
390.png,3
1663.png,2
2769.png,3
3960.png,3
2731.png,1
1765.png,4
4985.png,3
4797.png,4
1843.png,2
3000.png,1
2059.png,5
1777.png,4
4882.png,5
4201.png,1
4952.png,3
3847.png,2
1667.png,-1
3088.png,-1
3491.png,2
2468.png,5
909.png,1
2009.png,3
1079.png,4
4306.png,5
419.png,5
1865.png,5
4618.png,1
4000.png,5
2646.png,3
1522.png,5
2718.png,1
2172.png,5
3896.png,1
4747.png,1
2422.png,3
3471.png,1
143.png,5
2362.png,2
752.png,1
1936.png,1
1670.png,3
3702.png,4
1458.png,3
1014.png,4
4431.png,3
4775.png,4
2060.png,1
2706.png,3
4364.png,2
883.png,5
4102.png,1
44.png,1
2442.png,3
2166.png,3
1709.png,1
2075.png,1
2448.png,1
4902.png,3
265.png,3
2530.png,5
4950.png,2
1719.png,1
561.png,5
2620.png,1
4673.png,1
877.png,3
1901.png,4
4075.png,3
1265.png,1
2680.png,3
1594.png,1
4344.png,3
704.png,3
2137.png,3
2844.png,5
3209.png,2
3576.png,1
4122.png,1
1286.png,3
2913.png,3
3828.png,3
3434.png,3
1648.png,1
1033.png,5
385.png,1
1981.png,1
4914.png,5
1990.png,5
749.png,1
4860.png,2
2919.png,3
1802.png,-1
2621.png,3
233.png,3
4416.png,4
2987.png,2
1443.png,1
3072.png,4
456.png,3
279.png,1
717.png,5
4214.png,3
4482.png,3
4442.png,1
244.png,1
4782.png,5
2234.png,5
4538.png,4
3423.png,1
1634.png,3
1305.png,1
3392.png,1
95.png,5
87.png,1
3801.png,3
1437.png,1
2494.png,5
1200.png,3
2877.png,5
1534.png,1
3925.png,2
4874.png,4
4137.png,1
1431.png,4
2725.png,1
684.png,3
49.png,4
4795.png,1
782.png,3
2176.png,5
2904.png,3
4570.png,1
3915.png,1
4807.png,1
990.png,4
1920.png,2
3593.png,5
145.png,2
4888.png,5
1186.png,3
3455.png,1
2591.png,3
2744.png,2
2007.png,3
3204.png,3
4434.png,4
3892.png,3
1111.png,4
2580.png,-1
1766.png,1
2171.png,2
2669.png,1
4411.png,2
2956.png,3
437.png,3
467.png,3
1046.png,1
1644.png,3
4111.png,5
2787.png,1
2922.png,5
3624.png,3
4883.png,2
4389.png,1
4783.png,3
1189.png,3
184.png,4
409.png,3
2491.png,1
343.png,3
2921.png,1
1616.png,5
4966.png,4
882.png,5
1068.png,4
3123.png,5
2413.png,2
2599.png,2
3176.png,5
2903.png,2
4683.png,4
953.png,3
2672.png,3
3399.png,3
1165.png,1
1116.png,3
543.png,3
465.png,3
4532.png,1
3959.png,1
3539.png,3
2057.png,2
866.png,1
29.png,5
2432.png,1
4248.png,2
2149.png,1
2074.png,4
1057.png,2
1252.png,1
2344.png,2
104.png,4
4607.png,1
828.png,1
3738.png,5
2027.png,1
3284.png,4
2824.png,3
2197.png,4
954.png,3
1238.png,1
2308.png,4
272.png,3
10.png,5
4355.png,1
1695.png,4
504.png,1
