0.9864,
3916.png,-1
1785.png,-1
1166.png,-1
2407.png,-1
1998.png,1
3909.png,1
3266.png,-1
4457.png,-1
3563.png,1
2179.png,-1
1614.png,1
4863.png,-1
3198.png,1
3882.png,1
1997.png,1
2116.png,-1
155.png,-1
2361.png,1
4704.png,-1
3561.png,-1
2551.png,1
4973.png,-1
3590.png,1
612.png,-1
3356.png,-1
4956.png,-1
1436.png,-1
2412.png,1
1851.png,-1
3379.png,-1
2006.png,-1
4587.png,-1
2190.png,-1
676.png,-1
4699.png,-1
4308.png,-1
4409.png,1
3837.png,-1
2022.png,-1
2838.png,-1
2205.png,1
1425.png,1
484.png,-1
2750.png,-1
2796.png,1
2611.png,-1
3932.png,-1
2368.png,-1
2044.png,-1
2509.png,-1
1069.png,-1
2595.png,1
990.png,-1
4563.png,-1
1805.png,-1
3834.png,-1
4944.png,1
1578.png,-1
2119.png,1
1401.png,-1
85.png,-1
3824.png,-1
4598.png,-1
1571.png,-1
1688.png,-1
3087.png,1
69.png,-1
4288.png,-1
4535.png,-1
3318.png,-1
4684.png,-1
4519.png,-1
3856.png,-1
1637.png,-1
2224.png,1
3976.png,1
2529.png,-1
442.png,-1
4166.png,-1
1475.png,-1
1654.png,-1
4615.png,-1
1364.png,-1
3656.png,-1
1507.png,1
384.png,-1
130.png,-1
525.png,1
2054.png,-1
131.png,-1
1457.png,1
4039.png,-1
10.png,-1
1068.png,-1
3583.png,-1
4017.png,-1
4674.png,-1
491.png,1
617.png,1
3940.png,1
722.png,1
866.png,-1
2187.png,-1
3205.png,1
4459.png,1
4850.png,-1
1127.png,-1
23.png,-1
135.png,1
1198.png,-1
2780.png,-1
2715.png,-1
719.png,1
3139.png,1
2036.png,1
4749.png,-1
3085.png,1
947.png,-1
2085.png,1
2507.png,-1
4113.png,-1
3314.png,1
649.png,-1
426.png,-1
2110.png,1
2895.png,-1
1343.png,-1
3823.png,-1
2019.png,1
4480.png,-1
2800.png,-1
3151.png,-1
4368.png,-1
1075.png,-1
1253.png,-1
3072.png,-1
3481.png,-1
2157.png,-1
940.png,1
2339.png,1
4181.png,-1
1700.png,1
576.png,1
3538.png,-1
2742.png,-1
4771.png,1
2969.png,1
1882.png,1
703.png,1
2489.png,-1
2689.png,-1
2283.png,-1
3701.png,-1
1399.png,-1
3474.png,-1
3253.png,-1
3417.png,1
2233.png,-1
4770.png,1
3604.png,1
3805.png,-1
3794.png,-1
2360.png,-1
